  115.19,  146.83
  115.42,  146.94
  115.65,  147.05
  115.88,  147.15
  116.11,  147.26
  116.34,  147.37
  116.57,  147.48
  116.81,  147.58
  117.04,  147.69
  117.27,  147.80
  117.50,  147.90
  117.73,  148.01
  117.96,  148.12
  118.19,  148.22
  118.42,  148.33
  118.66,  148.43
  118.89,  148.54
  119.12,  148.64
  119.35,  148.74
  119.58,  148.85
  119.82,  148.95
  120.05,  149.05
  120.28,  149.16
  120.51,  149.26
  120.75,  149.36
  120.98,  149.46
  121.21,  149.56
  121.44,  149.67
  121.68,  149.77
  121.91,  149.87
  122.14,  149.97
  122.38,  150.07
  122.61,  150.17
  122.84,  150.27
  123.08,  150.36
  123.31,  150.46
  123.55,  150.56
  123.78,  150.66
  124.01,  150.76
  124.25,  150.86
  124.48,  150.95
  124.72,  151.05
  124.95,  151.15
  125.19,  151.24
  125.42,  151.34
  125.66,  151.43
  125.89,  151.53
  126.13,  151.63
  126.36,  151.72
  126.60,  151.81
  126.83,  151.91
  127.07,  152.00
  127.30,  152.10
  127.54,  152.19
  127.77,  152.28
  128.01,  152.38
  128.24,  152.47
  128.48,  152.56
  128.72,  152.65
  128.95,  152.74
  129.19,  152.83
  129.42,  152.93
  129.66,  153.02
  129.90,  153.11
  130.13,  153.20
  130.37,  153.29
  130.61,  153.38
  130.85,  153.46
  131.08,  153.55
  131.32,  153.64
  131.56,  153.73
  131.79,  153.82
  132.03,  153.91
  132.27,  153.99
  132.51,  154.08
  132.74,  154.17
  132.98,  154.25
  133.22,  154.34
  133.46,  154.43
  133.70,  154.51
  133.93,  154.60
  134.17,  154.68
  134.41,  154.77
  134.65,  154.85
  134.89,  154.93
  135.13,  155.02
  135.37,  155.10
  135.60,  155.18
  135.84,  155.27
  136.08,  155.35
  136.32,  155.43
  136.56,  155.51
  136.80,  155.60
  137.04,  155.68
  137.28,  155.76
  137.52,  155.84
  137.76,  155.92
  138.00,  156.00
  138.24,  156.08
  138.48,  156.16
  138.72,  156.24
  138.96,  156.32
  139.20,  156.40
  139.44,  156.47
  139.68,  156.55
  139.92,  156.63
  140.16,  156.71
  140.40,  156.79
  140.65,  156.86
  140.89,  156.94
  141.13,  157.01
  141.37,  157.09
  141.61,  157.17
  141.85,  157.24
  142.09,  157.32
  142.34,  157.39
  142.58,  157.47
  142.82,  157.54
  143.06,  157.61
  143.30,  157.69
  143.55,  157.76
  143.79,  157.83
  144.03,  157.91
  144.27,  157.98
  144.52,  158.05
  144.76,  158.12
  145.00,  158.19
  145.24,  158.26
  145.49,  158.34
  145.73,  158.41
  145.97,  158.48
  146.22,  158.55
  146.46,  158.62
  146.70,  158.69
  146.95,  158.75
  147.19,  158.82
  147.44,  158.89
  147.68,  158.96
  147.92,  159.03
  148.17,  159.10
  148.41,  159.16
  148.66,  159.23
  148.90,  159.30
  149.15,  159.36
  149.39,  159.43
  149.64,  159.49
  149.88,  159.56
  150.13,  159.63
  150.37,  159.69
  150.62,  159.75
  150.86,  159.82
  151.11,  159.88
  151.35,  159.95
  151.60,  160.01
  151.84,  160.07
  152.09,  160.14
  152.33,  160.20
  152.58,  160.26
  152.83,  160.32
  153.07,  160.38
  153.32,  160.44
  153.56,  160.51
  153.81,  160.57
  154.06,  160.63
  154.30,  160.69
  154.55,  160.75
  154.80,  160.81
  155.04,  160.86
  155.29,  160.92
  155.54,  160.98
  155.79,  161.04
  156.03,  161.10
  156.28,  161.16
  156.53,  161.21
  156.78,  161.27
  157.02,  161.33
  157.27,  161.38
  157.52,  161.44
  157.77,  161.50
  158.02,  161.55
  158.26,  161.61
  158.51,  161.66
  158.76,  161.72
  159.01,  161.77
  159.26,  161.82
  159.51,  161.88
  159.76,  161.93
  160.01,  161.99
  160.25,  162.04
  160.50,  162.09
  160.75,  162.14
  161.00,  162.19
  161.25,  162.25
  161.50,  162.30
  161.75,  162.35
  162.00,  162.40
  162.25,  162.45
  162.50,  162.50
  162.75,  162.55
  163.00,  162.60
  163.25,  162.65
  163.50,  162.70
  163.75,  162.75
  164.00,  162.79
  164.25,  162.84
  164.50,  162.89
  164.75,  162.94
  165.01,  162.99
  165.26,  163.03
  165.51,  163.08
  165.76,  163.12
  166.01,  163.17
  166.26,  163.22
  166.51,  163.26
  166.76,  163.31
  167.02,  163.35
  167.27,  163.40
  167.52,  163.44
  167.77,  163.48
  168.02,  163.53
  168.28,  163.57
  168.53,  163.61
  168.78,  163.66
  169.03,  163.70
  169.29,  163.74
  169.54,  163.78
  169.79,  163.82
  170.04,  163.87
  170.30,  163.91
  170.55,  163.95
  170.80,  163.99
  171.06,  164.03
  171.31,  164.07
  171.56,  164.11
  171.82,  164.14
  172.07,  164.18
  172.33,  164.22
  172.58,  164.26
  172.83,  164.30
  173.09,  164.34
  173.34,  164.37
  173.60,  164.41
  173.85,  164.45
  174.11,  164.48
  174.36,  164.52
  174.62,  164.55
  174.87,  164.59
  175.13,  164.63
  175.38,  164.66
  175.64,  164.69
  175.89,  164.73
  176.15,  164.76
  176.40,  164.80
  176.66,  164.83
  176.91,  164.86
  177.17,  164.90
  177.42,  164.93
  177.68,  164.96
  177.94,  164.99
  178.19,  165.02
  178.45,  165.05
  178.70,  165.09
  178.96,  165.12
  179.22,  165.15
  179.47,  165.18
  179.73,  165.21
  179.99,  165.24
  180.24,  165.26
  180.50,  165.29
  180.76,  165.32
  181.02,  165.35
  181.27,  165.38
  181.53,  165.41
  181.79,  165.43
  182.05,  165.46
  182.30,  165.49
  182.56,  165.51
  182.82,  165.54
  183.08,  165.57
  183.34,  165.59
  183.59,  165.62
  183.85,  165.64
  184.11,  165.67
  184.37,  165.69
  184.63,  165.71
  184.89,  165.74
  185.15,  165.76
  185.40,  165.79
  185.66,  165.81
  185.92,  165.83
  186.18,  165.85
  186.44,  165.87
  186.70,  165.90
  186.96,  165.92
  187.22,  165.94
  187.48,  165.96
  187.74,  165.98
  188.00,  166.00
  188.26,  166.02
  188.52,  166.04
  188.78,  166.06
  189.04,  166.08
  189.30,  166.10
  189.56,  166.11
  189.82,  166.13
  190.08,  166.15
  190.34,  166.17
  190.61,  166.18
  190.87,  166.20
  191.13,  166.22
  191.39,  166.23
  191.65,  166.25
  191.91,  166.27
  192.17,  166.28
  192.43,  166.30
  192.70,  166.31
  192.96,  166.33
  193.22,  166.34
  193.48,  166.35
  193.74,  166.37
  194.01,  166.38
  194.27,  166.39
  194.53,  166.41
  194.79,  166.42
  195.06,  166.43
  195.32,  166.44
  195.58,  166.45
  195.85,  166.46
  196.11,  166.48
  196.37,  166.49
  196.63,  166.50
  196.90,  166.51
  197.16,  166.52
  197.42,  166.53
  197.69,  166.53
  197.95,  166.54
  198.22,  166.55
  198.48,  166.56
  198.74,  166.57
  199.01,  166.58
  199.27,  166.58
  199.54,  166.59
  199.80,  166.60
  200.07,  166.60
  200.33,  166.61
  200.60,  166.61
  200.86,  166.62
  201.13,  166.63
  201.39,  166.63
  201.66,  166.63
  201.92,  166.64
  202.19,  166.64
  202.45,  166.65
  202.72,  166.65
  202.98,  166.65
  203.25,  166.66
  203.51,  166.66
  203.78,  166.66
  204.05,  166.66
  204.31,  166.66
  204.58,  166.66
  204.84,  166.67
  205.11,  166.67
  205.38,  166.67
  205.64,  166.67
  205.91,  166.67
  206.18,  166.67
  206.45,  166.66
  206.71,  166.66
  206.98,  166.66
  207.25,  166.66
  207.51,  166.66
  207.78,  166.66
  208.05,  166.65
  208.32,  166.65
  208.58,  166.65
  208.85,  166.64
  209.12,  166.64
  209.39,  166.64
  209.66,  166.63
  209.92,  166.63
  210.19,  166.62
  210.46,  166.62
  210.73,  166.61
  211.00,  166.60
  211.27,  166.60
  211.54,  166.59
  211.80,  166.58
  212.07,  166.58
  212.34,  166.57
  212.61,  166.56
  212.88,  166.55
  213.15,  166.55
  213.42,  166.54
  213.69,  166.53
  213.96,  166.52
  214.23,  166.51
  214.50,  166.50
  214.77,  166.49
  215.04,  166.48
  215.31,  166.47
  215.58,  166.46
  215.85,  166.45
  216.12,  166.43
  216.39,  166.42
  216.66,  166.41
  216.93,  166.40
  217.20,  166.38
  217.48,  166.37
  217.75,  166.36
  218.02,  166.34
  218.29,  166.33
  218.56,  166.32
  218.83,  166.30
  219.10,  166.29
  219.38,  166.27
  219.65,  166.26
  219.92,  166.24
  220.19,  166.22
  220.46,  166.21
  220.74,  166.19
  221.01,  166.17
  221.28,  166.16
  221.55,  166.14
  221.83,  166.12
  222.10,  166.10
  222.37,  166.08
  222.65,  166.07
  222.92,  166.05
  223.19,  166.03
  223.46,  166.01
  223.74,  165.99
  224.01,  165.97
  224.28,  165.95
  224.56,  165.92
  224.83,  165.90
  225.11,  165.88
  225.38,  165.86
  225.65,  165.84
  225.93,  165.82
  226.20,  165.79
  226.48,  165.77
  226.75,  165.75
  227.03,  165.72
  227.30,  165.70
  227.58,  165.67
  227.85,  165.65
  228.13,  165.63
  228.40,  165.60
  228.68,  165.57
  228.95,  165.55
  229.23,  165.52
  229.50,  165.50
  229.78,  165.47
  230.05,  165.44
  230.33,  165.42
  230.60,  165.39
  230.88,  165.36
  231.16,  165.33
  231.43,  165.30
  231.71,  165.27
  231.98,  165.25
  232.26,  165.22
  232.54,  165.19
  232.81,  165.16
  233.09,  165.13
  233.37,  165.10
  233.64,  165.07
  233.92,  165.03
  234.20,  165.00
  234.48,  164.97
  234.75,  164.94
  235.03,  164.91
  235.31,  164.87
  235.59,  164.84
  235.86,  164.81
  236.14,  164.77
  236.42,  164.74
  236.70,  164.71
  236.98,  164.67
  237.25,  164.64
  237.53,  164.60
  237.81,  164.57
  238.09,  164.53
  238.37,  164.49
  238.65,  164.46
  238.93,  164.42
  239.21,  164.38
  239.48,  164.35
  239.76,  164.31
  240.04,  164.27
  240.32,  164.23
  240.60,  164.20
  240.88,  164.16
  241.16,  164.12
  241.44,  164.08
  241.72,  164.04
  242.00,  164.00
  242.28,  163.96
  242.56,  163.92
  242.84,  163.88
  243.12,  163.84
  243.40,  163.80
  243.68,  163.75
  243.96,  163.71
  244.24,  163.67
  244.52,  163.63
  244.80,  163.59
  245.09,  163.54
  245.37,  163.50
  245.65,  163.45
  245.93,  163.41
  246.21,  163.37
  246.49,  163.32
  246.77,  163.28
  247.06,  163.23
  247.34,  163.19
  247.62,  163.14
  247.90,  163.09
  248.18,  163.05
  248.47,  163.00
  248.75,  162.95
  249.03,  162.91
  249.31,  162.86
  249.60,  162.81
  249.88,  162.76
  250.16,  162.71
  250.45,  162.67
  250.73,  162.62
  251.01,  162.57
  251.29,  162.52
  251.58,  162.47
  251.86,  162.42
  252.14,  162.37
  252.43,  162.31
  252.71,  162.26
  253.00,  162.21
  253.28,  162.16
  253.56,  162.11
  253.85,  162.06
  254.13,  162.00
  254.42,  161.95
  254.70,  161.90
  254.99,  161.84
  255.27,  161.79
  255.56,  161.73
  255.84,  161.68
  256.13,  161.63
  256.41,  161.57
  256.70,  161.51
  256.98,  161.46
  257.27,  161.40
  257.55,  161.35
  257.84,  161.29
  258.12,  161.23
  258.41,  161.18
  258.69,  161.12
  258.98,  161.06
  259.27,  161.00
  259.55,  160.94
  259.84,  160.88
  260.12,  160.83
  260.41,  160.77
  260.70,  160.71
  260.98,  160.65
  261.27,  160.59
  261.56,  160.53
  261.85,  160.46
  262.13,  160.40
  262.42,  160.34
  262.71,  160.28
  262.99,  160.22
  263.28,  160.16
  263.57,  160.09
  263.86,  160.03
  264.14,  159.97
  264.43,  159.90
  264.72,  159.84
  265.01,  159.78
  265.30,  159.71
  265.58,  159.65
  265.87,  159.58
  266.16,  159.52
  266.45,  159.45
  266.74,  159.38
  267.03,  159.32
  267.32,  159.25
  267.60,  159.18
  267.89,  159.12
  268.18,  159.05
  268.47,  158.98
  268.76,  158.91
  269.05,  158.85
  269.34,  158.78
  269.63,  158.71
  269.92,  158.64
  270.21,  158.57
  270.50,  158.50
  270.79,  158.43
  271.08,  158.36
  271.37,  158.29
  271.66,  158.22
  271.95,  158.15
  272.24,  158.07
  272.53,  158.00
  272.82,  157.93
  273.11,  157.86
  273.40,  157.79
  273.70,  157.71
  273.99,  157.64
  274.28,  157.56
  274.57,  157.49
  274.86,  157.42
  275.15,  157.34
  275.44,  157.27
  275.74,  157.19
  276.03,  157.12
  276.32,  157.04
  276.61,  156.96
  276.90,  156.89
  277.20,  156.81
  277.49,  156.73
  277.78,  156.66
  278.07,  156.58
  278.37,  156.50
  278.66,  156.42
  278.95,  156.34
  279.24,  156.26
  279.54,  156.19
  279.83,  156.11
  280.12,  156.03
  280.42,  155.95
  280.71,  155.87
  281.00,  155.79
  281.30,  155.70
  281.59,  155.62
  281.89,  155.54
  282.18,  155.46
  282.47,  155.38
  282.77,  155.30
  283.06,  155.21
  283.36,  155.13
  283.65,  155.05
  283.95,  154.96
  284.24,  154.88
  284.54,  154.79
  284.83,  154.71
  285.13,  154.63
  285.42,  154.54
  285.72,  154.45
  286.01,  154.37
  286.31,  154.28
  286.60,  154.20
  286.90,  154.11
  287.19,  154.02
  287.49,  153.94
  287.78,  153.85
  288.08,  153.76
  288.38,  153.67
  288.67,  153.58
  288.97,  153.49
  289.26,  153.41
  289.56,  153.32
  289.86,  153.23
  290.15,  153.14
  290.45,  153.05
  290.75,  152.96
  291.04,  152.87
  291.34,  152.77
  291.64,  152.68
  291.94,  152.59
  292.23,  152.50
  292.53,  152.41
  292.83,  152.31
  293.13,  152.22
  293.42,  152.13
  293.72,  152.03
  294.02,  151.94
  294.32,  151.85
  294.62,  151.75
  294.91,  151.66
  295.21,  151.56
  295.51,  151.47
  295.81,  151.37
  296.11,  151.27
  296.41,  151.18
  296.71,  151.08
  297.01,  150.99
  297.30,  150.89
  297.60,  150.79
  297.90,  150.69
  298.20,  150.59
  298.50,  150.50
  298.80,  150.40
  299.10,  150.30
  299.40,  150.20
  299.70,  150.10
